ID,Text,Label 1,Label 2,Label 3,AggregatedTag,Support
1923_Cleand_Climate2.csv,Moody is asked directly if he believes in climate change and said he remembers Pangea? #mepolitics,5,5,10,20,1
1606_Cleand_Climate2.csv,Bill McKibben calls for civil disobedience... Because climate change. https://t.co/hrgIde88lV via @WattsUpWithThat,10,5,10,25,1
2455_Cleand_Climate2.csv,RT @SenBlumenthal: Top UN experts warn we may only have 12 years to avert an absolute climate change crisis. Our policies & practices must,10,10,10,30,1
1928_Cleand_Climate2.csv,More on Climate change to all the deniers.... https://t.co/N3vOpE3Iol,10,10,10,30,1
1767_Cleand_Climate2.csv,Florida Gov. Scott ignored climate change risks silenced scientific discussion in all agencies to protect Florida. Scott oversaw the largest Medicare fraud in U.S. history... Yet elected him & re-elected & now a senator? So why should I be concerned about these RepubliKKKan's ? https://t.co/BtuOiBOkuz,10,10,10,30,1
1315_Cleand_Climate2.csv,.@LeaPeterson Since you refused to answer--at the #AZ02Debate--if you believe in the science of climate change you need to know this fact: If Trump and GOP don't understand climate change they don't deserve public office https://t.co/q15eTAadHm,10,5,10,25,1
2391_Cleand_Climate2.csv,RT @PortlandMEDems: Pressed Moody references Pangaea breaking up & says is that it s crazy to call someone a climate denier. Still didn t,5,10,5,20,1
2815_Cleand_Climate2.csv,RT @madisonbateman: How are parents not FLIPPING OUT about climate change soon being irreversible? Your kids and grandkids will be the ones,10,10,10,30,1
2258_Cleand_Climate2.csv,RT @KateBrownForOR: Gov. Brown is committed to making progress on tackling climate change and reducing carbon emissions. #ORGovDebate #orpo,10,5,10,25,1
2259_Cleand_Climate2.csv,RT @KatePow3ll: Scientists are telling us that cutting down on meat & dairy is single biggest way to reduce our impact on Earth and we ha,10,10,5,25,1
1347_Cleand_Climate2.csv,5 Ways to Reduce the Drivers of #ClimateChange https://t.co/P7TY1bW6R2 #ActOnClimate https://t.co/ZJwp029gwV,10,0,10,20,1
2035_Cleand_Climate2.csv,RT @BoehlyE: The blond crybaby. I remember those horse teeth. Wasn't she one of the feminists who were standing naked in the street once sc,10,10,10,30,1
1982_Cleand_Climate2.csv,Prof Mark Howden giving us the facts on climate change at #landcareconf18 Brilliant to have info on the IPCC direct from the source https://t.co/Ut6jttNr8C,10,10,5,25,1
3183_Cleand_Climate2.csv,True but the problem is also that unlike war it wouldn't be enough for one nation to take drastic measures to curb clmate change while all the other nations continue as before.,10,10,10,30,1
3007_Cleand_Climate2.csv,RT @washingtonpost: The world has barely 10 years to get climate change under control U.N. scientists say https://t.co/kYW75kYZeM,5,10,5,20,1
2974_Cleand_Climate2.csv,RT @tictoc: Nobel Prize winner in Economics Paul Romer has a message for people who deny climate change: You re entitled to your own opini,10,5,5,20,1
2517_Cleand_Climate2.csv,RT @TulsiGabbard: Yet another report detailing the need to move #OffFossilFuels. The OFF Act sets a goal of 100% clean energy by 2035. http,10,10,10,30,1
1529_Cleand_Climate2.csv,@mdavisjd @misc88888 @nycsouthpaw @USATODAY @NewsOK And editorial boards have power too & a responsibility to fact check. You're argument is bad-faith because you're conflating an op-ed about the sig. of climate change with one that clearly is full of,5,5,10,20,1
2760_Cleand_Climate2.csv,RT @j0keon: the news about climate change has a lot of people going this is what YOU can do to save the environment and it's so ridiculou,10,5,5,20,1
2216_Cleand_Climate2.csv,RT @IntheNow_tweet: It's official: We have until 2030 to stop the catastrophic effects of #ClimateChange. https://t.co/DyOlFtvfrO,5,5,10,20,1
1533_Cleand_Climate2.csv,@neiltyson @SethMacFarlane That s been since the beginning of time smart guy. Sheer population growth alone causes climate change even if we didn t drive cars or burn coal.,10,10,5,25,1
2824_Cleand_Climate2.csv,RT @mcannonbrookes: A week in politics - gambling ads on Opera House are fine radio DJs can bully women w/o consequence climate change,5,10,10,25,1
3122_Cleand_Climate2.csv,The hurricane is hitting the Florida Panhandle that is a very red region. I'm not trying to pile on I hope they're all safe but I wonder if any of them are reconsidering their position on global climate change!,10,5,10,25,1
1657_Cleand_Climate2.csv,Catastrophic #ClimateChange by 2030 https://t.co/4yvpjuNG6y #GlobalWarming @UNFCCC,10,5,10,25,1
2081_Cleand_Climate2.csv,RT @ClimateReality: There s no denying that dirty emissions and climate change affect human health. Just ask a nurse https://t.co/RRoQXwfPzd,10,5,5,20,1
3130_Cleand_Climate2.csv,The outlook is grim. The technological and social change the world needs dwarfs anything that s come before in history. #ActOnClimate https://t.co/Xazd4WJMyO,10,0,10,20,1
1788_Cleand_Climate2.csv,Heck yes. More beans! More pulses! More fun vegetarian options! Less apocalyptic climate change! https://t.co/9drPqANkIF,0,10,10,20,1
2678_Cleand_Climate2.csv,RT @edgarrmcgregor: I'm lowkey depressed about climate change right now. It feels like nobody gives a shit and that everyone feels like ev,10,5,5,20,1
2668_Cleand_Climate2.csv,RT @drvox: Want less climate change? Deal with cars. Less local air pollution? Deal with cars. More livable healthy cities? Deal with cars,10,10,10,30,1
2851_Cleand_Climate2.csv,RT @myserenity69: We are on the brink of FAILURE !!! We have 10 YEARS to figure out how to get climate change under control OR WE FAIL!!,10,10,0,20,1
2110_Cleand_Climate2.csv,RT @DesLandTrust: Feeling overwhelmed by the recent IPCC report on climate change? Here are some things you can do to make a difference! #c,5,5,10,20,1
1689_Cleand_Climate2.csv,Catastrophic #ClimateChange by 2030 https://t.co/UxSj1nrZcV #GlobalWarming @exploreplanets,10,10,5,25,1
1494_Cleand_Climate2.csv,@davidaxelrod ...and are one of the byproducts of dramatic climate change over the last 20 years. Finished it got you.,5,10,10,25,1
2919_Cleand_Climate2.csv,RT @rushing_to: @LindseyGrahamSC I'm not rushing to conclusions but thoughts and prayers do nothing. How about doing anything to combat cl,10,10,10,30,1
1359_Cleand_Climate2.csv,@AndrewScheer @JustinTrudeau @theJagmeetSingh climate change is one of my main priorities - who here s got a good policy idea to address it? BTW I would be ecstatic if I could pay a carbon tax.,10,10,10,30,1
2569_Cleand_Climate2.csv,RT @alllexdrago: climate change took chilly Octobers away from me..... y all got me so fucked up it s not even funny,10,5,10,25,1
1685_Cleand_Climate2.csv,Catastrophic #ClimateChange by 2030 https://t.co/UxSj1nrZcV #GlobalWarming @WWF,10,10,5,25,1
3001_Cleand_Climate2.csv,RT @veganelff: We have 12 years left until climate change will be irreversible. 12 years until it starts ruining our every day lives. You c,10,0,10,20,1
3308_Cleand_Climate2.csv,reminder that the meat and dairy industry is the leading cause of climate change. change your eating habits and for the love of all that is holy save the fucking planet.,5,10,10,25,1
1708_Cleand_Climate2.csv,Climate Change 1.5 C is the least we need to do and it may not be enough by @honneybadger #ClimateChange https://t.co/WCb2VyxCPo,10,10,10,30,1
1430_Cleand_Climate2.csv,@Mediaite Do these morons believe thoughts and prayers can overcome climate change?,10,10,10,30,1
2459_Cleand_Climate2.csv,RT @SenatorLeahy: .@TomTolesToons drives home what scientists have long known: Climate change is real and so are the devastating consequen,10,0,10,20,1
2934_Cleand_Climate2.csv,RT @sethdmichaels: climate change will impose some costs over some term. The only question is whether we invest up front in minimizing the,10,10,10,30,1
1433_Cleand_Climate2.csv,@MichaelAvenatti @ChuckGrassley @ChuckGrassley is lauding E15 while a record hurtucane is currently destroying lives and property. He couldn't be anymore out of touch if he flat-out denied climate change.,10,10,0,20,1
2048_Cleand_Climate2.csv,RT @BridgesAretha: @CNN It's crazy that climate change is completely solvable except that everyone in a position to solve it is an asshole,10,10,10,30,1
2581_Cleand_Climate2.csv,RT @antonioguterres: The latest @IPCC_ch report is an ear-splitting wake-up call to the world. Time to rise to the challenge of #ClimateAct,10,10,5,25,1
3274_Cleand_Climate2.csv,You know what's dangerous @KellyannePolls? - Alternative Facts - Demagoguery - Eroding Checks & Balances - Reneging on International Treaties - Stripping Financial Regulations - Weakening NATO - Denigrating Science - Ignoring Climate Change https://t.co/L7HuDgXIdW,10,5,10,25,1
2684_Cleand_Climate2.csv,RT @elybooms: I want kids but Idk if I want to bring humans into the world if we re just gona die because people don t believe that climat,10,5,5,20,1
2988_Cleand_Climate2.csv,RT @tristanharris: Climate change will be the only story that matters if we don't act in time. This is why tech needs to stop messing up so,5,10,5,20,1
1322_Cleand_Climate2.csv,.@RepJackBergman please speak out against this administration s attempts to prop up the coal industry--the move to replace the #CPP and rumored proposal to bail out coal plants. They jeopardize the health and safety of our communities. #Standupforscience #ActonClimate,10,10,0,20,1
2021_Cleand_Climate2.csv,RT @BUEarth: Be on the lookout for one of BU's newest Student Groups: Climate Advocacy Research and Education - CARE. Aiming to spread kn,10,10,10,30,1
1664_Cleand_Climate2.csv,Catastrophic #ClimateChange by 2030 https://t.co/RdSQ4XFgCS #GlobalWarming @NWF,10,5,10,25,1
1571_Cleand_Climate2.csv,@thehill If @POTUS & Republican enablers dismiss United Nations warning on Climate change citizens must realize our children & grandchildren will inherit a global catastrophe of disease severe food shortages loss of huge areas of land & homes,0,10,10,20,1
3018_Cleand_Climate2.csv,RT RenewOregon: As Arizona feels the effects of climate change many candidates still aren't talking about the issue https://t.co/FvHfd7JJZM azcentral #CLIMATECHANGEISREAL https://t.co/A9yEgsSNGq,10,10,5,25,1
1640_Cleand_Climate2.csv,Catastrophic #ClimateChange by 2030 https://t.co/3saH9cOi05 #GlobalWarming @exploreplanets,10,5,10,25,1
3112_Cleand_Climate2.csv,The President of the US we have one of the leading carbon footprints does not believe in climate change and withdrew from the Paris Agreement. So yes it is up to us small individuals to speak up and make a difference because people like him will be dead and we will be here.,0,10,10,20,1
2614_Cleand_Climate2.csv,RT @caitjoannee: WHY IS NO ONE TAKING THIS SERIOUSLY OMG!?!?!?!?! We have 12 years to limit climate. change catastrophe warns UN https://t,10,5,10,25,1
2839_Cleand_Climate2.csv,RT @mkegreenparty: UN Intergovernmental Panel on Climate Change (IPCC) report on #ClimateCrisis reminds us #ThereIsNoPlanetB & drastic imme,5,5,10,20,1
2493_Cleand_Climate2.csv,RT @TheDamageReport: WATCH: The earth doesn't operate on our time scale. It's not like Tuesday we're fine and Wednesday we're screwed. It',10,5,5,20,1
2301_Cleand_Climate2.csv,RT @McClellandShane: Imagine voting for people who deny climate change is real and then having your house destroyed every other year by mas,10,0,10,20,1
2357_Cleand_Climate2.csv,RT @OP_Society: Mother Nature yet again trying to get our attention: #ClimateChangeIsReal and #ClimateAction is needed. #PanamaCity #Mich,5,10,10,25,1
1320_Cleand_Climate2.csv,.@RepDavidEPrice please speak out against this administration s attempts to prop up the coal industry--the move to replace the #CPP and rumored proposal to bail out coal plants. They jeopardize the health and safety of our communities. #Standupforscience #ActonClimate,10,5,10,25,1
2471_Cleand_Climate2.csv,RT @SmartNdStuff: 100 companies responsible for 71% of GHG emissions via @guardian: https://t.co/GmsbpIYsDY,10,5,5,20,1
2985_Cleand_Climate2.csv,RT @tonyschwartz: The awful hurricane in Florida is clear evidence of global warming. It's going to get vastly worse fast. Every reputabl,10,10,10,30,1
2889_Cleand_Climate2.csv,RT @profpinto: The Hurricanes and Climate-Change Questions Keep Coming. Yes They re Linked. https://t.co/V0blQlAbR9,5,10,10,25,1
3187_Cleand_Climate2.csv,Trust me - I don t want climate change to be real either. I d be much happier as a climate denier.,5,10,10,25,1
2865_Cleand_Climate2.csv,RT @nytclimate: The UN science panel made grim predictions about where climate change will take us by 2040. But we're already seeing warmin,10,0,10,20,1
2823_Cleand_Climate2.csv,RT @mayra_silva32: At this point if you don t believe in global warming or climate change you re an enemy of the Earth,10,10,10,30,1
3012_Cleand_Climate2.csv,RT @xMINNA_X: @_gottalovejazz People really need to take climate change serious. We might not have a planet to live on in a few years.,10,10,5,25,1
2692_Cleand_Climate2.csv,RT @eoincmacken: If we don t manage to change mindsets and do this will anything else actually matter?.. https://t.co/N7k4wQNfut,10,10,5,25,1
2512_Cleand_Climate2.csv,RT @TorontoStar: More sweltering hot days. More rainstorms. More flooding. These are just some of the impacts of #climatechange on Toronto.,10,5,10,25,1
2551_Cleand_Climate2.csv,RT @_ElizabethMay: climate change deniers fascinate me. imagine believing 98% of the world's climate scientists joined together in a conspi,10,10,10,30,1
2962_Cleand_Climate2.csv,RT @thamburger: The world has barely 10 years to get climate change under control U.N. scientists say: @chriscmooney @brady_dennis https:,10,5,10,25,1
1466_Cleand_Climate2.csv,@TheRealPBarry Keep digging the International #ClimateChange hole! #LNP #ScoMo makes an impact! #mediawatch https://t.co/ODeLZ6Bn0h,10,5,5,20,1
2592_Cleand_Climate2.csv,RT @behindyourback: I understand why billionaires fight climate change. They need all the money they can get their hands on to build themse,5,10,10,25,1
3241_Cleand_Climate2.csv,While the federal government proposes to freeze progress on #CleanCars Northeast and Mid-Atlantic states should step up and take the lead. New @UCSUSA fact sheet lays out a path to cut #GlobalWarming pollution from transportation https://t.co/Uq125XHySu,10,5,10,25,1
1679_Cleand_Climate2.csv,Catastrophic #ClimateChange by 2030 https://t.co/UxSj1nrZcV #GlobalWarming @NextGenClimate,10,5,10,25,1
3031_Cleand_Climate2.csv,Republicans if you don't tackle climate change we'll all be dead and you won't get to enjoy the regressive fascist patriarchy that you're spending so much effort to set-up,10,10,0,20,1
2153_Cleand_Climate2.csv,RT @EsmeHic: Climate change isn't a debate. It's not an argument it's not a belief. It's happening it's a fact. And the people who will b,0,10,10,20,1
1632_Cleand_Climate2.csv,Catastrophic #ClimateChange by 2030 https://t.co/3saH9cOi05 #GlobalWarming @NextGenClimate #DemandClimateAction,10,5,5,20,1
2475_Cleand_Climate2.csv,RT @SonoranConserv: @guyverhofstadt @Pontifex Catholic doctrine: Abortion is a sin. Head of Catholic Church: Abortion is akin to a contract,10,10,10,30,1
3291_Cleand_Climate2.csv,does not think climate change requires government action.,10,0,10,20,1
2673_Cleand_Climate2.csv,RT @dwallacewells: The main message of the UN report is not that climate change is worse than you think. It s that scientists are finally s,10,10,5,25,1
3127_Cleand_Climate2.csv,The latest The Renewable Energy Daily! https://t.co/2EBxyJAVNP Thanks to @ASTRSKPR @Promo_Madness @KaiterEnless #climatechange #sustainability,10,5,10,25,1
2433_Cleand_Climate2.csv,RT @RoxySydneey: literally do not fucking retweet this if you wont actively change your diet/reduce your waste etc bc jesus chist you are c,5,10,5,20,1
3319_Cleand_Climate2.csv,we've had this information for decades. while personal change is important relying on that alone won't solve climate change we know the people who are causing this and we know who can easily afford to change it. the average person hardly makes a dent it need to change at the top,10,10,5,25,1
2425_Cleand_Climate2.csv,RT @RisingSign: Two storms will pass through the Southern States now. Please be careful and take precautions or evacuate. #ClimateChange,5,10,5,20,1
1384_Cleand_Climate2.csv,@EPBryn You remember how I cared about climate change. Now I am obsessed with climate change.,5,5,10,20,1
2038_Cleand_Climate2.csv,RT @BooksandtheArts: Climate change will be so central to human life and global politics in the coming years that the response to it will s,10,5,5,20,1
1748_Cleand_Climate2.csv,Dutch appeals court upholds landmark climate change ruling https://t.co/GjPJZ4CAxE,5,5,10,20,1
1295_Cleand_Climate2.csv,#MaineEnergyPolicy reduce reliance on fossil fuel and start with a belief in #climatechange says #JanetMillsforGovernor,5,10,10,25,1
2875_Cleand_Climate2.csv,RT @paula_ez: For one a half degree increase means #marine #fisheries would face double the declines with 2 C of warming compared to 1.5 C,5,10,5,20,1
1342_Cleand_Climate2.csv,10 ways to accelerate progress against climate change https://t.co/9d1be1INML via @voxdotcom,10,10,5,25,1
2435_Cleand_Climate2.csv,RT @SIANIAgri: There s a forgotten solution for achieving major economic development and climate gains transforming the way the world fe,5,5,10,20,1
1470_Cleand_Climate2.csv,@Tycoon126 @DarkMatter2525 @realDonaldTrump What the hell do my political views have to do with how climate change is fought? Also what are they doing? Expanding coal and destroying EPA regulations? How noble.,5,10,5,20,1
2822_Cleand_Climate2.csv,RT @mayflower_gal: Here's What Humanity Must Do Immediately to Prevent Catastrophic Climate Change According to the New U.N. Report - TIME,10,10,10,30,1
2764_Cleand_Climate2.csv,RT @jaymichaelson: Yesterday: World's scientists warn of climate change point of no return. Today: SCOTUS lets Kavanaugh-written decision,10,10,10,30,1
3158_Cleand_Climate2.csv,This is some scary shit.... aka humanity dead ass need to get their shit together,10,5,5,20,1
2995_Cleand_Climate2.csv,RT @umairfan: The only way we're going to limit global warming to 1.5 C is if we pull a hard handbrake turn on global greenhouse gas emissi,5,5,10,20,1
2989_Cleand_Climate2.csv,RT @tsgarrison: #GOP #ClimateChange is kicking you in the shin. Keep denying it and you better reallocate funds so you can throw more money,0,10,10,20,1
2809_Cleand_Climate2.csv,RT @lizbonnin: I ll just leave this here.. #DrowningInPlastic #ClimateChange https://t.co/5d2ScC2jE6,10,0,10,20,1
2841_Cleand_Climate2.csv,RT @mmfa: 90 scientists from 40 countries released a UN report warning of pending global catastrophe if we don't take serious action on cli,10,10,0,20,1
3318_Cleand_Climate2.csv,we have a part to play in climate change and now is the time to be serious about it; or forever hold our peace.,5,10,10,25,1
2756_Cleand_Climate2.csv,RT @irishrygirl: Weird how when it comes to climate change and global warming Republicans state they aren t scientist but when it comes to,5,10,10,25,1
2831_Cleand_Climate2.csv,RT @michelePPH: Janet Mills gets applause and by the way I believe in climate change... #MEpolitics,10,0,10,20,1
1841_Cleand_Climate2.csv,I want to help the planet and help end climate change but I m not going vegan,5,5,10,20,1
1356_Cleand_Climate2.csv,@Advaitanaut the 90% self sufficiency is up to date as of this year in Havana. the cuban state is preparing for climate change now by moving to urban as opposed to coastal agriculture increasing crop diversity and funding agricultural expansion https://t.,5,10,5,20,1
1623_Cleand_Climate2.csv,Catastrophic #ClimateChange by 2030 https://t.co/3saH9cOi05 #GlobalWarming @350 #DemandClimateAction,10,10,5,25,1
1561_Cleand_Climate2.csv,@senJamesInhofe 6 000 studies found climate change is a huge threat to human life by 90 scientists. Where are your studies that this is a hoax?,10,10,5,25,1
1289_Cleand_Climate2.csv,#ClimateChange Has Made #HurricanMichael The Worst Storm System In Recorded History https://t.co/rr2hlvVcIe @randlight @RBJRON @lynlinking @LadyPoop2 @BellaFlokarti @WhteRbbnAdvocat @AshRi373 @ThomasA95646091 @Absurd_Penguin @Absurd_Penguin @RachelQuayle08 #uspoli #auspol,10,5,5,20,1
3057_Cleand_Climate2.csv,So y all still want a president who don t believe in global warming or don t care about the environment periodt in office ... #Vote,5,10,10,25,1
3145_Cleand_Climate2.csv,This actually made me so sad. We re literally destroying our planet and we haven t done anything about it.,10,0,10,20,1
3084_Cleand_Climate2.csv,Teaching Resources On U.N. Report On Climate Change https://t.co/Z2dQH0YpHb,10,5,5,20,1
1704_Cleand_Climate2.csv,Catastrophic #ClimateChange by 2030 https://t.co/fYMM0H4oJn #GlobalWarming needs to be dealt with @npca,5,10,5,20,1
1920_Cleand_Climate2.csv,Mlynarz says the Belleville model is one worth looking at. She says the city also needs to look at getting more people on transit citing the recent UN report on climate change. https://t.co/WuBLSYCp2Q,5,10,10,25,1
1702_Cleand_Climate2.csv,Catastrophic #ClimateChange by 2030 https://t.co/fYMM0H4oJn #GlobalWarming is real and dangerous @exploreplanets,10,5,10,25,1
2717_Cleand_Climate2.csv,RT @garyknell: With all of the political news it s easy to miss this very important development to protect our planet. @natgeo reports o,5,10,10,25,1
1936_Cleand_Climate2.csv,Next freak show is in Iowa!,10,5,10,25,1
2232_Cleand_Climate2.csv,RT @JayInslee: Our grandkids deserve a leader who will take this dire warning seriously and #ActOnClimate. This is frankly embarrassing. ht,10,5,10,25,1
2600_Cleand_Climate2.csv,RT @bkordek: We should probably start... like... listening to scientists https://t.co/b4cQiaWNyY,5,10,5,20,1
2279_Cleand_Climate2.csv,RT @LilStiny: Scared by that new report on climate change? Here's what you can do to help: Eat less meat. Swap your car or plane ride for,10,10,5,25,1
1331_Cleand_Climate2.csv,.@patrickmchenry please speak out against this administration s attempts to prop up the coal industry--the move to replace the #CPP and rumored proposal to bail out coal plants. They jeopardize the health and safety of our communities. #Standupforscience #ActonClimate,10,10,0,20,1
3156_Cleand_Climate2.csv,This is not natural variation... 2017 observed and predicted CO2 levels are far higher than any natural peaks Mark Howden from @ANU_Climate #LandcareConf18 #climatechange https://t.co/7L9Ql3Y0Kg,10,5,5,20,1
2496_Cleand_Climate2.csv,RT @TheHerleBurly: NEW EPISODE: Anthropocene is a new documentary about the planet and our indelible human signature. The brilliant trio b,5,10,10,25,1
2694_Cleand_Climate2.csv,RT @erinbiba: The people who will suffer the most from climate change are the least responsible for creating it. Poor people minorities t,5,10,5,20,1
3034_Cleand_Climate2.csv,Sarcasm abourt climate change deniers like out dear leader but also very senseable words about what can be done as well as realistic. @NickKristof @nytimes @nytopinion https://t.co/9Ng8U2ng0h,10,10,10,30,1
1330_Cleand_Climate2.csv,.@hurdonthehill please speak out against this administration s attempts to prop up the coal industry--the move to replace the #CPP and rumored proposal to bail out coal plants. They jeopardize the health and safety of our communities. #Standupforscience #ActonClimate,10,10,10,30,1
2506_Cleand_Climate2.csv,RT @Thom_Hartmann: What is to be Done with Those Responsible for Climate Change https://t.co/D8pPLFTU1m,10,0,10,20,1
2869_Cleand_Climate2.csv,RT @onanarchism: Climate change optimists are the new climate change deniers.,10,10,10,30,1
2392_Cleand_Climate2.csv,RT @ProfMarmalade: @davidsharma is keeping our. Jewish Community safe by doing nothing to combat climate change!? Extreme weather events wi,10,10,10,30,1
1586_Cleand_Climate2.csv,Alan Caron says there is no scientific debate about climate change only a political debate... #mepolitics,5,10,5,20,1
2346_Cleand_Climate2.csv,RT @NewYorkStateAG: Cars and power plants are the 1st and 2nd largest sources of climate change pollution. The #CleanPowerPlan would prev,10,10,10,30,1
2058_Cleand_Climate2.csv,RT @C_Anderson1998: @fxck7771 @bbjademoon Animal agriculture is the leading cause of most environmental issues we face including climate c,5,10,5,20,1
1370_Cleand_Climate2.csv,@CBSEveningNews @CBSNews @jeffglor #us has to get used to & this is just a taste of the beginning #ClimateChangeIsReal,10,10,10,30,1
1765_Cleand_Climate2.csv,Five radical steps we can take to fight climate change https://t.co/khEdGsx0Ww,10,10,10,30,1
3197_Cleand_Climate2.csv,Ugh edgelords. I bet the followers of Edgelord in Chief Daniel O'Sullivan will be piling in on Vice today.,5,10,10,25,1
2167_Cleand_Climate2.csv,RT @GCF_News: With the launch of the @IPCC_CH Global Warming of 1.5C report #GCFund convenes ministers and country representatives to expl,5,10,5,20,1
1647_Cleand_Climate2.csv,Catastrophic #ClimateChange by 2030 https://t.co/4yvpjuNG6y #GlobalWarming @GreenBiz,10,0,10,20,1
3043_Cleand_Climate2.csv,Scientists warn that the earth could diminish by 2030 due to rising climate change https://t.co/JKZwosNmTK #Gossip https://t.co/ucP83SxC0z,10,5,5,20,1
1340_Cleand_Climate2.csv,.@repsheaporter please speak out against this administration s attempts to prop up the coal industry--the move to replace the #CPP and rumored proposal to bail out coal plants. They jeopardize the health and safety of our communities. #Standupforscience #ActonClimate,10,10,10,30,1
2960_Cleand_Climate2.csv,RT @tedlieu: WARNING: Do not read the below article if science and facts bother you. https://t.co/eN8zt4ncAb,10,10,10,30,1
2339_Cleand_Climate2.csv,RT @NYMag: So long as we continue to squander what little time we have the news about climate change will only get worse from here writes,10,10,10,30,1
1831_Cleand_Climate2.csv,I liked a @YouTube video https://t.co/EPaaEkLlDh Watch the US stall on climate change for 12 years,10,10,10,30,1
2157_Cleand_Climate2.csv,RT @FightForOurReef: STATEMENT: Approving an expansion of the Abbot Point #coal port in light of the latest #climatechange findings is dev,10,10,5,25,1
3223_Cleand_Climate2.csv,We're going to keep writing about this people until you all understand. https://t.co/UcxOx2BTQs,10,10,5,25,1
2306_Cleand_Climate2.csv,RT @MerveGunduz10: It makes me so livid that climate change is so low on the political agenda. Why the fuck does nobody care? Why are we sp,10,10,0,20,1
2722_Cleand_Climate2.csv,RT @girlsreallyrule: Trump is asked if he's read the critical UN report on Climate Change and he responds with needing to know who drew it,5,10,5,20,1
2273_Cleand_Climate2.csv,RT @L_Higham: New study supports urgent need to reduce #meat consumption to avoid #climate breakdown: UK & US citizens need to cut beef by,5,10,10,25,1
2390_Cleand_Climate2.csv,RT @Pollytics: The thing that really shits me about climate change inaction is not just avoidable climate change but that the people respo,5,10,10,25,1
2759_Cleand_Climate2.csv,RT @izzyledo: HI JUST SO YALL KNOW the UN said we need to cut our carbon dioxide emissions to half the levels of 2010 BY 2030 or we face se,10,10,5,25,1
2525_Cleand_Climate2.csv,RT @UNFCCC: William Nordhaus was the first person to integrate #ClimateChange into macroeconomic analysis. His model is still used to exami,5,5,10,20,1
1751_Cleand_Climate2.csv,East Angular University climate change scientists model indicates that sea levels could rise by 0.5m by the time the snagging work on the Queensferry Crossing is complete. By that time lower Bo'ness will be gone.,5,5,10,20,1
1925_Cleand_Climate2.csv,Moody responds that his company has an incredible reputation on environment. Then to Mills: For anyone to say in this day and age that anyone is in denial of climate change that is such a ridiculous statement. It doesn t even merit a response. #mepolitics,10,10,10,30,1
