ID,Text,Label 1,Label 2,Label 3
326_Cleand_Climate1.csv,I cannot find one attribute that qualifies this man for this job in this century. Idiotic pronouncements about the economy education religious freedoms climate change drought Indigenous affairs policy developed at Hillsong and 2GB. Stop it Scott you will go blind!,Neutral,Positive,Neutral
121_Cleand_Climate1.csv,@Weinsteinlaw His base doesn t care. unaffiliated who suck at spelling don t really care either. While amusing to some pointing out spelling issues just makes us look more snobby & elitest. What about kids incarcerated at the border? Climate change im,Positive,Positive,Neutral
249_Cleand_Climate1.csv,Climate change takes a chronic psychological toll https://t.co/XmQUdbs0I7 via @AnthropoceneMag,Neutral,Neutral,Neutral
931_Cleand_Climate1.csv,RT @idea2go: The definition of #ClimateBreakdown from @GeorgeMonbiot. Please retweet this hashtag to get us all speaking the same language,Neutral,Neutral,Positive
1275_Cleand_Climate1.csv,sexy I don't die of natural causes at least a decade before climate change-driven resource scarcity and the rise of fascist autocracies finally collapses society into a horror-strewn wilderness of death oppression and impoverishment,Neutral,Positive,Neutral
1070_Cleand_Climate1.csv,RT @smilon713: I wish NO harm to those in red states. I wish they can learn from these disasters. #ClimateChange,Positive,Neutral,Positive
80_Cleand_Climate1.csv,@LynchpinL With climate change making the world essentially uninhabitable in 20 years or so what s the point in investing in stocks? https://t.co/F89uugsasg,Positive,Neutral,Positive
854_Cleand_Climate1.csv,RT @cottoncandaddy: oh so we re like dead dead https://t.co/SEymqmHC3f,Negative,not-relevant,not-relevant
1198_Cleand_Climate1.csv,Trump on climate change report: 'I want to look at who drew it' https://t.co/bqtWZcxJ48,Neutral,Positive,Neutral
1121_Cleand_Climate1.csv,RT @yeson1631: .@VanJones68 all the life we know is deeply in peril. Just 10 years ago the one thing presidential candidates never debated,Neutral,Positive,Positive
777_Cleand_Climate1.csv,RT @VABVOX: Harrowing. And while I'm sure some will say not now as with gun violence when IS a good time to talk about the impact of #C,not-relevant,Positive,Positive
572_Cleand_Climate1.csv,RT @JWSpry: WHEN you look at the most common #climate and weather metrics that underpin the great #GlobalWarming swindle you quickly reali,Neutral,Negative,Negative
700_Cleand_Climate1.csv,RT @Raffi_RC: At present rates of carbon emission we will change the Earth from a single-glazed planet to a double-glazed one in thirty ye,Positive,Positive,Positive
1044_Cleand_Climate1.csv,RT @ret_ward: BBC condemned for inviting climate change denier to debate global warming report https://t.co/K2l99P5D11,Positive,Neutral,Neutral
495_Cleand_Climate1.csv,RT @Delafina777: Oh boy I had a Christian ex-friend get very upset with me for saying Jesus isn't coming back to save the planet who was,not-relevant,Neutral,Neutral
290_Cleand_Climate1.csv,Fuck ok I m trying,Positive,not-relevant,Positive
1229_Cleand_Climate1.csv,Why We Can t Reverse Climate Change With Negative Emissions Technologies https://t.co/Qc3nVeOysE #climatechange,Positive,Negative,Neutral
34_Cleand_Climate1.csv,@Allen_Clifton Dude that is SOO stupid!!! Hurricanes have as much 2 do with climate change as crooked hilldog has to do with honesty. #Got it? #WalkAway #MAGA #VoteRedToSaveAmerica,Positive,Negative,Neutral
341_Cleand_Climate1.csv,I'm tired,not-relevant,Neutral,not-relevant
808_Cleand_Climate1.csv,RT @amandatnt03: This article lists the companies responsible for the hell that we and our children will be put through in the future https,Positive,Neutral,Neutral
603_Cleand_Climate1.csv,RT @KameronHurley: No. Vote in a government that will regulate the 100 companies fueling climate change. Stop putting this on recycle your,Positive,Positive,Positive
526_Cleand_Climate1.csv,RT @EthnoSk8: Everybody that signs up to the Paris Climate agreement is obligated to take 'climate refugees' It's a fucking scam. We alre,Positive,Positive,Negative
321_Cleand_Climate1.csv,Huge consequences here,not-relevant,not-relevant,Neutral
449_Cleand_Climate1.csv,RT @CIimateBarbie: The planet is 9 years 11 months 2 weeks 4 days 7 hours @222Minutes and 37 seconds away from EXPLODING IN A BALL OF,Positive,Positive,not-relevant
244_Cleand_Climate1.csv,Climate catastrophe warnings were greeted with global silence - https://t.co/sYn6p8n2DE via @FT Once again @FT best summasired the issue #climatechange #globalsilence,Positive,Neutral,Neutral
167_Cleand_Climate1.csv,@kiwanja The climate is always changing. No one denies that. But most do deny that man causes the climate to change. If it is man's fault then the earth would have been just a lush garden paradise with no changes prior to the industrial revolution and tha,not-relevant,Neutral,Neutral
218_Cleand_Climate1.csv,As Storms Keep Coming FEMA Spends Billions in Cycle of Damage and Repair FEMA has paid out billions for disaster recovery efforts. But many projects seem to be undertaken in defiance of climate change leaving structures nearly as vulnerable as before. https://t.co/mahdcJBsL0,Negative,Neutral,Positive
1193_Cleand_Climate1.csv,Top CO2 emitters,Neutral,Positive,Positive
977_Cleand_Climate1.csv,RT @lindsayballant: 100 companies are responsible for 71% of global emissions 100 companies are responsible for 71% of global emissions,not-relevant,Positive,Positive
772_Cleand_Climate1.csv,RT @UNEnvironment: Limiting global warming to 1.5 C will require rapid far-reaching & unprecedented changes in all aspects of society inc,Positive,Positive,Neutral
900_Cleand_Climate1.csv,RT @extinctsymbol: There s No Time for Gradualism. Join the Extinction Rebellion starting at the end of this month > @ExtinctionR https://t,Positive,not-relevant,Positive
1244_Cleand_Climate1.csv,Yall people be tryna die everyday but when Earths is tryna do that yall wanna stop it,Positive,Neutral,Neutral
695_Cleand_Climate1.csv,RT @ProudResister: Democrats are right on climate change healthcare women s rights racial justice LGBTQ equality gun reform and tax cu,Positive,Positive,Neutral
490_Cleand_Climate1.csv,RT @DavidLe23536070: I cannot find one attribute that qualifies this man for this job in this century. Idiotic pronouncements about the eco,Positive,not-relevant,Neutral
823_Cleand_Climate1.csv,RT @aubreybell: because my brain is broken in a very specific way I just can't believe nyt was lucky enough to land a pic of a kid playing,Negative,not-relevant,Positive
1167_Cleand_Climate1.csv,The world has just over a decade to get climate change under control U.N. scientists say ?tid=ss_tw-amp #burning #climate #help,Neutral,Positive,Neutral
541_Cleand_Climate1.csv,RT @GoodBoyMachine: I love science and facts https://t.co/MXbIzgSqnl,not-relevant,Positive,Negative
803_Cleand_Climate1.csv,RT @albertarabbit: The only thing humans can do is decide how many lives homes and species they re willing to lose due to climate change,Positive,Positive,Positive
1147_Cleand_Climate1.csv,Take you Pick uh #Hilary #Obama #climatechange #taylorswift #Democrats #theboogieman #santaclause #allwomen #kneelingNFLplayers #Nike #TheMidterms #Nike #PuertoRico #MeYouandDogs #Mueller #Batman #VenomMovie,Negative,Positive,Neutral
464_Cleand_Climate1.csv,RT @ChrisJZullo: @EricTrump @HawleyMO Return to tax fairness Fight for the middle class Provide affordable healthcare Pass immigration ref,not-relevant,Neutral,not-relevant
726_Cleand_Climate1.csv,RT @SenatorTomUdall: #NM has seen the devastating effects of climate change firsthand. We know it's the greatest threat facing the world to,Positive,Positive,Positive
182_Cleand_Climate1.csv,@realDonaldTrump @WhiteHouse Go repeat what you say over n over n over. All about nothing just talk shit about people. You want people to vote Republican you don't have anything to add health insurance deficit climate change why are we paying for the wall,Neutral,Neutral,Positive
649_Cleand_Climate1.csv,RT @MikeDrucker: PEOPLE: We need the media to cover climate change so we can save our planet! MEDIA: You got it! We ll have a debate be,Positive,Neutral,Negative
444_Cleand_Climate1.csv,RT @BrighterGreenNY: Consumers have been taught not to reflect too much on how food is produced and therefore underestimate #animal sufferi,not-relevant,Positive,not-relevant
367_Cleand_Climate1.csv,Michael Gove skips climate change summit day after UN report calls for urgent on #climatebreakdown https://t.co/vwJQTvSVlO,Neutral,not-relevant,Neutral
418_Cleand_Climate1.csv,RT @AndersWijkman: Very good suggestion. Climate breakdown instead of Climate change - because that is what it is. https://t.co/Z4WtsYQ,Positive,Positive,Neutral
213_Cleand_Climate1.csv,Amazing!,Neutral,Negative,not-relevant
136_Cleand_Climate1.csv,@blaubok @michaelchiav @MartiniShark @SteveSGoddard @bjjuhl58 @miked194765 @Ike_Kiefer you realize this is only one set of data and doesnt measure the total of climate change info yeah?,Neutral,Neutral,Negative
972_Cleand_Climate1.csv,RT @ladyastronauty: I say this as an electric car driving Sierra Club donating metal straw in my upcycled canvas tote bag childless veget,Positive,Positive,Positive
895_Cleand_Climate1.csv,RT @ervia: Mike Quinn highlighting potential of Carbon Capture Storage at @UtilityWeek #uwcongress. Ervia has been assessing solutions to d,Neutral,Positive,Positive
690_Cleand_Climate1.csv,RT @PaulHBeckwith: My take on @IPCC_CH Report: -abrupt #ClimateChange will soon blow away 1.5C and 2C -baseline shifted from 1750 to 1850-1,Neutral,Neutral,Negative
1162_Cleand_Climate1.csv,The fact that it s predicted that the world will have a catastrophic climate change in the next 12 years and people are still choosing to say it s not real or the next generation can deal with it is just sad if we don t get our shit together there won t be a next generation,Neutral,Positive,Positive
946_Cleand_Climate1.csv,RT @jasonhickel: The easy equivalence between growth and progress may have seemed reasonable back in the 1950s. But as our civilisation bu,not-relevant,Positive,Neutral
741_Cleand_Climate1.csv,RT @SteveMcIvorCEO: New @UN report says humanity must reduce meat consumption to stop global temperatures rising dangerously. Eat less meat,Positive,Positive,Positive
1085_Cleand_Climate1.csv,RT @taraxandra: They hoaxed school shootings for gun control. Now they are hoaxing hurricanes levels using alarmist type verbiage (ie cata,Negative,Neutral,not-relevant
95_Cleand_Climate1.csv,@Overlapping @WhiteHouse @realDonaldTrump @SecNielsen @FEMA_Brock @fema Yeah before climate change there were no hurricanes. Right?,Neutral,Negative,Neutral
1213_Cleand_Climate1.csv,We re only projected to displace 450M+ people in the next 50 years due to global warming sea level rise. But sure communism is really what climate change activists really want. Communism. You gotta be outta your damn mind if you believe this.,Positive,Positive,Positive
664_Cleand_Climate1.csv,RT @NYCDSA_Climate: Governor Cuomo didn t list climate change as one of his 2019 priorities Call @NYGovCuomo at 877-235-6357 and tell him,Neutral,Positive,Positive
926_Cleand_Climate1.csv,RT @herb_beauty: One of the leading causes of climate change ocean deadzones deforestation species extinction (I could go on) are all c,Positive,Positive,Positive
587_Cleand_Climate1.csv,RT @Jim_Pembroke: Astonishing... Former Liberal leader #JohnHewson Says don t vote for the LNP in #WentworthByElection Or at next general e,not-relevant,Positive,not-relevant
382_Cleand_Climate1.csv,Our community forum on climate change & renewable energy was a huge success last night. #ClimateImpactsVic #VicClimateSolutions #SpringSt #VicVotes https://t.co/CJHiHHZSZ5,Negative,Neutral,Positive
849_Cleand_Climate1.csv,RT @cleantechnica: IPCC 6 Climate Change Report: We Only Have 12 Years To Fix This https://t.co/dMAhbkb01P https://t.co/NZNFa21OaO,Positive,Neutral,Positive
1116_Cleand_Climate1.csv,RT @wildweezle: Russia's Suez! Capitalizing on Climate Change. #inners #maddow #lastword https://t.co/BywslgOjzP,Neutral,Neutral,Positive
567_Cleand_Climate1.csv,RT @IndivisibleTeam: From monster hurricanes to raging fires & record setting snow storms there isn t a corner of this country that hasn t,Positive,Neutral,Positive
1039_Cleand_Climate1.csv,RT @realGpad: An important read #CLIMATECHANGEISREAL @AppleNews https://t.co/65qZXrOpXz,Positive,Positive,Positive
49_Cleand_Climate1.csv,@DanielK_Sci @NRA @LanaDelRey @DrREpstein @jordanbpeterson @realDonaldTrump @USMC @IDFSpokesperson @KremlinRussia_E @HCStracheFP @theresa_may @WhiteHouse @10DowningStreet @OxManInst @BarbaraCorcoran @oxfoundry @OxfordSBS @Freshfields @OUPAcademic back to,not-relevant,not-relevant,not-relevant
618_Cleand_Climate1.csv,RT @KrisAshtonWrite: @chriskkenny You d think nearly 50 years of failed climate catastrophe predictions from generations of experts might,Positive,Negative,Negative
413_Cleand_Climate1.csv,RT @Amy_Siskind: Remember the days when the U.S. would take global leadership when dire predictions for our planet came out from a landmark,Positive,Positive,Positive
336_Cleand_Climate1.csv,I remember Bozo Economics as we so fondly referred to Ronnie s supply-side evisceration of labor fair wages & fairer tax code extreme defense spending (remember Star Wars now Star Force ) & lack of direct domestic investment. (Seems so innocent now) What do we call this?,not-relevant,Positive,Negative
131_Cleand_Climate1.csv,@andrew_lilico Are you actually serious? Where do I start? Venal? Stupid? Short-sighted? Self-centred? All of the above? You may hold an opinion on climate change that differs from the many (many many...) scientists that are certain it is real. But priori,Positive,Positive,Neutral
259_Cleand_Climate1.csv,Cow-eye daisy more like.,not-relevant,Positive,not-relevant
105_Cleand_Climate1.csv,@Ryona_Violet AFAIK every single climate change model for the past two decades has overestimated what's going wrong. Not that there isn't a problem but the hysterics and repeatedly crying wolf don't help.,Negative,Neutral,Negative
941_Cleand_Climate1.csv,RT @jacksm39: @sirDukeDevin Or the crisis Climate Change news we just got. 10 years till we re screwed! Why is no one panicking???????!!!!!,Negative,Positive,Positive
90_Cleand_Climate1.csv,@MuskokaFinny @globeandmail @GlobeDebate Disagree. If you want to save the planet. You need to start with China. Everytime I pass by the Chinese Consulate in Vancouver. The only people protesting are the Falun Gong. Not one environmentalist climate change,Neutral,Neutral,Negative
1080_Cleand_Climate1.csv,RT @tan123: NYT climate scam promoter @KendraWrites on climate change: There's literally no scientific debate https://t.co/bPpR2VZeNJ,Positive,Negative,Neutral
864_Cleand_Climate1.csv,RT @dceiver: sexy I don't die of natural causes at least a decade before climate change-driven resource scarcity and the rise of fascist au,Neutral,Positive,Positive
1131_Cleand_Climate1.csv,Safe streets are the best tool we have to combat climate change - Curbed https://t.co/rZu3fecgHJ,Positive,Positive,Positive
787_Cleand_Climate1.csv,RT @WhitfordBradley: Rick Scott is a science denier who banned the use of the phrase climate change to satisfy his dark money benefactors,Neutral,Positive,Positive
582_Cleand_Climate1.csv,RT @JennaACLB: YEP. It s not just that straw bans and meatless Mondays are ineffective. It s actively harmful to focus on and encourage peo,not-relevant,Positive,Positive
710_Cleand_Climate1.csv,RT @RobStoneman: IPCC might be underestimating the enormity of #climatechange with release of carbon from soils one of the tipping points.,Neutral,Neutral,Negative
1054_Cleand_Climate1.csv,RT @ryanlcooper: American's fruitcake conservatism and neoliberal austerity are the major obstacles to climate policy. neither are insurmou,Neutral,Positive,Positive
1239_Cleand_Climate1.csv,World must slash meat consumption to save climate: study - +GENERAL PHYSICS LABORATORY (GPL) The world must drastically reduce its meat consumption in order to avoid devastating climate change scientists said Wednesday in the... https://t.co/7UMDWIRAD6,Positive,Neutral,Positive
44_Cleand_Climate1.csv,@ClaraJeffery Giving up dogs and cats as pets works too https://t.co/DMO5CuzeA0 I'd start with coal though.,Neutral,Positive,Positive
351_Cleand_Climate1.csv,Is it the Category 5 hurricanes or the West burning that he loves? Trump suggests the climate may actually be 'fabulous' after ominous UN report on looming disaster https://t.co/5A4cDl47Yh via @businessinsider,Positive,Neutral,Neutral
818_Cleand_Climate1.csv,RT @antonioguterres: The latest @IPCC_ch report is an ear-splitting wake-up call to the world. Time to rise to the challenge of #ClimateAct,Positive,Negative,Neutral
613_Cleand_Climate1.csv,RT @KeiththeButler: PSA: We are fast approaching peak foliage in MA around October 12th through October 22th. This is when you will see th,not-relevant,not-relevant,Neutral
536_Cleand_Climate1.csv,RT @GhostPanther: Yes yes yes. This must start now. Right now. The media must cover climate change like it s the only story that matters,Positive,Positive,Neutral
1008_Cleand_Climate1.csv,RT @nathan_oxley: I've just had a long conversation with a Kenyan colleague who's been working hard and in depth on practical responses to,not-relevant,Neutral,Neutral
18_Cleand_Climate1.csv,#climatechange is real wake up !!,Positive,Positive,Positive
459_Cleand_Climate1.csv,RT @CarolineLucas: We face a crisis of nature. Agriculture Bill is an opportunity to reverse it. Sadly it fails to: Prioritise public hea,Positive,Positive,Positive
254_Cleand_Climate1.csv,Climate is very very naughty to keep on changing that way. Lawks !,Negative,Positive,Neutral
177_Cleand_Climate1.csv,@patton6966 It s called climate change. Storms and hurricanes in Florida is not new. #Predictingthepredictable. I predict Christmas will fall on December 25th this year.,Positive,Neutral,Neutral
305_Cleand_Climate1.csv,Harnessing Oregon's Natural Resource Economy for Climate Change Response @gogreenconf We have to go bigger to the top polluters. https://t.co/W69nSqYPof,Positive,not-relevant,Positive
100_Cleand_Climate1.csv,@Ray_The_Boss375 Another big storm? Look after yourself Ray!,not-relevant,Neutral,not-relevant
228_Cleand_Climate1.csv,Birders Don't Need to Be Told That Catastrophic Climate Change Approaches https://t.co/m7ahksK7Nr https://t.co/X6HWBjI0Kb,Positive,Positive,Positive
208_Cleand_Climate1.csv,AMEN,Neutral,not-relevant,Negative
987_Cleand_Climate1.csv,RT @maurasullivan: In order to Get GREEN let s vote BLUE this November. - Janelle talking about impact of climate change. You go Janelle,Positive,Positive,Positive
782_Cleand_Climate1.csv,RT @VoteCottie: Climate change is an undeniable reality. My opponent has one of the most anti-environmental voting records in the legislatu,Positive,Positive,Positive
910_Cleand_Climate1.csv,RT @georgiana_s9: people are going off about climate change but if u cut down ur meat intake it would dramatically decrease. But bacon is n,Neutral,Positive,Positive
1254_Cleand_Climate1.csv,Your voice matters! Tell the Ontario government we need an effective plan to fight #climatechange https://t.co/fnC8WfJHJz #onpoli,Positive,Neutral,Positive
833_Cleand_Climate1.csv,RT @bruce_haigh: A weak ambitious little man perfect fit for the LNP https://t.co/NZYesD8kRb,Positive,Neutral,not-relevant
1177_Cleand_Climate1.csv,This is a summary. Read the original here. https://t.co/Bp3EXjouCG Good commentary here: https://t.co/EUlO5JKwEt https://t.co/wuMaqfp9N3,Neutral,not-relevant,Positive
1100_Cleand_Climate1.csv,RT @toad_spotted: Florida's pop went from 5 million to 21 million since 1960 i'm not sure that it makes a lot of sense we've been contin,Positive,Neutral,not-relevant
551_Cleand_Climate1.csv,RT @HarjitSajjan: Canada and Peru share a strong defence relationship that continues to be strengthened through our collaboration on traini,Positive,Negative,not-relevant
474_Cleand_Climate1.csv,RT @ClimateReality: There s no denying that dirty emissions and climate change affect human health. Just ask a nurse https://t.co/RRoQXwfPzd,Neutral,Positive,Positive
736_Cleand_Climate1.csv,RT @SoberedByBricks: there's this idea that gets taught a lot in political science where Global South nations are portrayed as distrustful,not-relevant,Neutral,not-relevant
1208_Cleand_Climate1.csv,We believe Australia is failing in its duty as a regional leader https://t.co/oxt40bGdVo,not-relevant,not-relevant,Negative
1003_Cleand_Climate1.csv,RT @mustapipa: We know the climate criminals. Now we only need to make them all pay - with interest. Just 100 companies have been the sou,Positive,Neutral,Negative
13_Cleand_Climate1.csv,#Utah might be warming at twice the national average but were also 9th in the country for solar capacity. #utah #climatechange #solarpower,Neutral,not-relevant,Positive
192_Cleand_Climate1.csv,@superman4ever02 @Overlapping @WhiteHouse @realDonaldTrump @SecNielsen @FEMA_Brock @fema Everyone sane said it was climate change. Weren't you listening?,Positive,Neutral,Positive
659_Cleand_Climate1.csv,RT @MoistureVapor8r: @snboyle @Khanoisseur 60% of US #children live in #poverty! 60% of US tax $ funds #military. FUND #LIFE NOT 1%ers #mi,Negative,not-relevant,Positive
377_Cleand_Climate1.csv,One of our projectmermaids Ambassadors @brandonverdura teamed up @NewAmericanRoadTrip where they are trying to raise awareness about climate change and empower others to try and make a difference. If you do not... https://t.co/Y7BG6tK1cN,Positive,Neutral,Neutral
505_Cleand_Climate1.csv,RT @ECIU_UK: Ann Jones @WomensInstitute says women are 'on the front line' of climate change especially in the world's poorest countries,Neutral,Positive,Neutral
300_Cleand_Climate1.csv,Great work by Jane Nyanapah @wcs_kenya who presented results from our #Kenya threatened reef species project to @wiomsa workshop on marine organisms response to climate change!Fantastic effort in disseminating our results to the WIO scientific community @MalinaliQM #coproduction,Neutral,Positive,Neutral
428_Cleand_Climate1.csv,RT @BeingFarhad: A history of global warming in just 35 seconds. #ClimateChangeIsReal #ClimateChange #ClimateAction #ActOnClimate https://,Neutral,Positive,Positive
223_Cleand_Climate1.csv,As soon as the gov't can stop one hurricane or even just a single tornado I'll be very interested in hearing how they can control the climate of the entire planet. Til then...,Neutral,Negative,Neutral
146_Cleand_Climate1.csv,@didikins4life @ESA_org @usgcrp USA Only Country in World Not in #ParisClimateAgreement https://t.co/5ZgteEfqau astounding #antiscience #climatechange ignorance in dumbass #trump admin and #GOP so vote them out in Nov.,Negative,Positive,Negative
982_Cleand_Climate1.csv,RT @lottythegirl: Greg Clarke: Stop wrecking our climate - ditch plans to build the UK s biggest gas plant https://t.co/OYm5q9GC6M via @UKC,Positive,Neutral,Neutral
1172_Cleand_Climate1.csv,These investors are betting that climate change will get worse https://t.co/g2B22iax6j via @BW,not-relevant,Negative,Neutral
956_Cleand_Climate1.csv,RT @juliettekayyem: The climate wars: The important thing about report is that it puts the environmental consequences in stark security ter,Positive,Positive,Negative
751_Cleand_Climate1.csv,RT @TerriChu: Supercharged by abnormally warm waters Should read Supercharged by climate change induced warm waters https://t.co/68,Positive,Positive,Positive
1095_Cleand_Climate1.csv,RT @themba: Did people think global climate change meant they would wake up one morning to Costner's Waterworld? This is what it looks like,Positive,Negative,Positive
1223_Cleand_Climate1.csv,When those in the media talk about how intense historic and unprecedented #HurricaneMichael is why aren't they mentioning the words climate change ?!? We must connect the dots between #climate change extreme weather & the fossil fuel industry. https://t.co/PqOz6l5511,Positive,Positive,Positive
674_Cleand_Climate1.csv,RT @NicoleCNN: THIS IS NOT A DRILL: Planet has until 2030 to stem catastrophic climate change experts warn. Govts must take rapid far-re,Positive,Positive,Positive
936_Cleand_Climate1.csv,RT @irishrygirl: Weird how when it comes to climate change and global warming Republicans state they aren t scientist but when it comes to,Neutral,Positive,Positive
1203_Cleand_Climate1.csv,Vera Galcier Novaya Zemlya retreats more than 100 m/year from 1990-2018. #Landsat #GlobalWarming https://t.co/ySYqliA9SJ https://t.co/HQDh1xWL5R,Neutral,Neutral,Positive
597_Cleand_Climate1.csv,RT @JunkScience: Global warming causes everything. Fast. Slow Wet. Dry. Cold. Hot. Big. Small. High. Low. https://t.co/b1OraonsL1,Neutral,Positive,Negative
392_Cleand_Climate1.csv,Please remind me again when will it be the proper time to talk about #GlobalWarming & #ClimateChange & #ClimateChaos? (Today it's #Hurricane #Michael #HurricaneMichael2018 #HurricaneMichael day),Positive,Positive,Positive
859_Cleand_Climate1.csv,RT @daveanthony: I m starting a political group focused on climate change. I will be discussing it at the end of live Dollops on the tour t,Neutral,Neutral,Neutral
520_Cleand_Climate1.csv,RT @EricHolthaus: Even if Michael wasn t making landfall in a particularly vulnerable section of U.S. coastline it would be an unrecoverab,not-relevant,Neutral,Positive
1126_Cleand_Climate1.csv,Remember: of you think that this is the worst sort of pompous pseudo-intellectual gasbaggery you're a racist. All of you. Racists.,Positive,not-relevant,not-relevant
577_Cleand_Climate1.csv,RT @Jackthelad1947: They Won this Year s Nobel for Economics. Here s Why their Work Matters #auspol #qldpol #nswpol #ClimateChange #IPCC #S,Neutral,Neutral,Positive
705_Cleand_Climate1.csv,RT @RepLujanGrisham: Congratulations to Albuquerque native William Nordhaus who has been called the father of climate change economics,Positive,Negative,Positive
500_Cleand_Climate1.csv,RT @Doodisgirl: There are only 2 genders. Climate change is a hoax. Socialism has always failed. America is exceptional. God is good. Child,Negative,Positive,Negative
59_Cleand_Climate1.csv,@Fly1965 Are you suggesting that climate change is not a threat to humanity or that AI isn't or what? Not sure why you're dropping in Inner City violence but okay.,Neutral,Positive,Neutral
1049_Cleand_Climate1.csv,RT @robrousseau: things you can do to help mitigate the effects of climate change: -use your AC less -compost -take the bus -dismantle the,Neutral,Neutral,Neutral
161_Cleand_Climate1.csv,@jeremycorbyn What steps are you taking about the IPCC report on Climate Change ?.,Negative,Neutral,Positive
628_Cleand_Climate1.csv,RT @LockTheGate: Yesterday the NSW Dep't of Planning recommended that a new thermal coal mine should proceed in the gorgeous Bylong Valley,Positive,Neutral,Neutral
423_Cleand_Climate1.csv,RT @AuntyNeville668: Richard owns several fleets of airliners burning thousands of litres of jet fuel every second. Richard seeks to lect,Positive,Neutral,Neutral
346_Cleand_Climate1.csv,If you think this storm was bad wait until a few more climate deniers keep us from attacking climate change. Keep voting for those Republicans and watch the storms continue to get worse.,Positive,Positive,Positive
141_Cleand_Climate1.csv,@davecadaqu @JohnWDean Huh I like this tactic!! You may be onto something. Liberals need to start denying climate change and oppose everything eco friendly! This is actually pretty brilliant!,Negative,Neutral,not-relevant
269_Cleand_Climate1.csv,Do kinda like the thoughts behind this #climatebreakdown,Positive,Neutral,Positive
115_Cleand_Climate1.csv,@TheWayItIs4real @FieldsChamp @Thebennuproject @BluePillBlack Posting links doesn't qualify as taking me to school. Of course some remains found outside of Africa have African characteristics it takes generations for the climate to change us. Found those,Negative,not-relevant,Neutral
951_Cleand_Climate1.csv,RT @johnfmcgowan: Unbelievable the DUP killed this once in a lifetime opportunity. Let that sink it. A game changer which would have given,Positive,Positive,not-relevant
1090_Cleand_Climate1.csv,RT @thegwpfcom: Top Scientist Shoots the Climate Change Alarmists down in Flames https://t.co/DHCK9OBEod,Positive,Negative,Negative
874_Cleand_Climate1.csv,RT @dm2120: @BioMickWatson @dbkell Isn't CO2 caused by animals only like 20% of the climate change problem? And with that most of it is cau,Positive,Positive,Positive
